lesson_id,project,summary,pi_found,runbook_found,instructions_found,pi_candidate,note
L151,dm-signal,IF Monthly/Annual/Rolling summary等でbenchmark側だけclose固定の箇所が残り、portfolioとbenchmarkで比較表示が非対称化した時 THEN Monthly/Annual/Rollin,FOUND,FOUND,FOUND,no,
L150,dm-signal,IF cmd_493再配備では、欠落アーティファクトを未検証値として明示し、実在するoutputs/archiveのみで本文を構成したことで、推測混入を抑止できた時 THEN cmd_493再配備では、欠落アーティファクトを未検証値として明,FOUND,FOUND,FOUND,no,
L149,dm-signal,IF 今回、outputs/grid_search/*_champion_monthly_returns.csv が実在せず、現行は *_grid_monthly_fast.csv 系だった時 THEN 今回、outputs/grid_se,FOUND,FOUND,FOUND,no,
L148,dm-signal,IF Phase 3.7の_sample_indexは営業日のみだがPhase 4は土日スキップのみ時 THEN Phase 3.7の_sample_indexは営業日のみだがPhase 4は土日スキップのみ Phase 3.7の_samp,FOUND,FOUND,FOUND,yes,
L147,dm-signal,"IF build_signal_cache_value()はmomentum_data.weightsが存在する全パイプラインFoFで{""holding_signal"": str; ""weights"": dict}を返す時 THEN bui",FOUND,FOUND,FOUND,yes,
L146,dm-signal,本件は latest_close_date=2026-03-02 で 3/2引けと同値だった。先に最新日を確定しておくと、軸が実質重複かどうかを早期判定できる。,FOUND,FOUND,FOUND,no,
L145,dm-signal,Ave-X/裏Ave-Xなどで holding_signal(UUID列)はA/B同一でも、構成PF側の変化で展開tickerウェイトは大きく変化した。FoFの影響算定は展開後ticker×weightで比較する。,FOUND,FOUND,MISSING,yes,
L144,dm-signal,Vercel構造(索引→詳細)のcontext/*.mdで参照するdocs/research/ファイル16件が消失。CLAUDE.md禁則(リンク先なき圧縮=禁止)の実効性が不足。定期的な参照先存在チェックgate導入が必要。cmd_492,FOUND,FOUND,FOUND,no,
L143,dm-signal,IF docs/research/配下ファイル16件の消失は、DM-signalリポジトリ側のgit操作時 THEN docs/research/配下ファイル16件の消失は、DM-signalリポジトリ側のgit操作 docs/resear,FOUND,FOUND,FOUND,no,
L142,dm-signal,IF GSはDB直読へ移行済みでもCSV成果物は継続利用されるため、文書に『CSV禁止』だけ書くと誤誘導、逆に『CSV入力』だけ残すと旧実装回帰になる時 THEN GSはDB直読へ移行済みでもCSV成果物は継続利用されるため、文書に『CSV,MISSING,FOUND,FOUND,no,
L141,dm-signal,今回、主要runbookで実在しないスクリプト参照が複数残存。docs内パスを抽出して存在確認するlint（missing-path gate）を導入すべき。,FOUND,FOUND,FOUND,no,
L140,dm-signal,IF block_registryのshared.py一元化(2026-01-05)後、troubleshooting.mdの時 THEN block_registryのshared.py一元化(2026-01-05)後、troublesh,FOUND,FOUND,FOUND,no,
L139,dm-signal,recon;dependency;python;static-analysis,FOUND,FOUND,FOUND,no,
L138,dm-signal,IF check_timing_history.py --details でL2 substeps(trade_perf)実測を先に確保し、その後 trade_performance.py/return_calculator.py を突合す,FOUND,FOUND,FOUND,no,
L137,dm-signal,IF timing.pyのsubstep実装だけ見ると誤認しやすい時 THEN timing.pyのsubstep実装だけ見ると誤認しやすい timing.pyのsubstep実装だけ見ると誤認しやすい。FoFはrecalculate_fa,FOUND,FOUND,FOUND,yes,
L136,dm-signal,backend-deep-dive.mdで洗い出した改善候補(DBフラッシュ/FoF一括読込)は過去のOPT-A/087最適化で既に実装済みだった。改善候補の実現可能性調査前にrecalculate_phasesの最適化履歴と照合することで,FOUND,FOUND,MISSING,yes,
L135,dm-signal,IF L010を実装・検証する時 THEN deprecated deprecated,FOUND,FOUND,FOUND,no,
L134,dm-signal,IF L025を実装・検証する時 THEN deprecated deprecated,FOUND,FOUND,FOUND,no,
L133,dm-signal,IF flowchart や非ASCIIラベル直書きは環境によってコードブロック表示にフォールバックする場合がある時 THEN `flowchart` や非ASCIIラベル直書きは環境によってコードブロック表示にフォールバックする場合がある,FOUND,FOUND,FOUND,no,
L132,dm-signal,noteのMarkdown/図表制限は古い二次情報と齟齬が起きやすい。テンプレート更新時は公式ヘルプ記事の最終更新日を確認し、断定は「公式記載」と「推論」を分けて記述する。,FOUND,FOUND,FOUND,no,
L130,dm-signal,git;commit;staging;verification,FOUND,FOUND,FOUND,no,
L129,dm-signal,reviewed:falseのまま作業完了した忍者: hayate **家老査読**: 確認。hayateがrelated_lessonsのreviewed:falseを放置したまま作業完了。今回は家老が事後修正。,MISSING,MISSING,FOUND,no,
L128,dm-signal,IF 抜き身3の作成でステップ2〜4を省略した結果、GS(4体)と本番FoF(11体)の構成四神が不一致になった時 THEN 抜き身3の作成で**ステップ2〜4を省略**した結果、GS(4体)と本番FoF(11体)の構成四神が不一致になった,MISSING,FOUND,FOUND,yes,
L127,dm-signal,GS結果を利用する際は `DATA_CATALOG.md` と `meta.yaml` を必ず参照する（2026-02-14）,FOUND,FOUND,MISSING,no,
L126,dm-signal,セッション開始時に `todo.md` / `lessons.md` を必ず読む（2026-02-14）,FOUND,FOUND,FOUND,no,
L125,dm-signal,IF check_hide_portfolio()はTier設定を先にチェックし、PFエントリ存在時はGlobal設定にフォールバックしない時 THEN check_hide_portfolio()はTier設定を先にチェックし、PFエント,MISSING,FOUND,MISSING,yes,
L124,dm-signal,IF SQLAlchemy JSON型カラムのDB値が文字列として格納される場合がある（マイグレーション不整合等）時 THEN SQLAlchemy JSON型カラムのDB値が文字列として格納される場合がある（マイグレーション不整合等） S,FOUND,FOUND,FOUND,no,
L123,dm-signal,matplotlib;WSL2;japanese-font,FOUND,FOUND,FOUND,no,
L122,dm-signal,movePortfolioToFolder(POST)成功後、getSignalsLight(GET/TTL=3600s)が古いfolder_idを返し続けた。write操作後は関連GETキャッシュの明示的無効化が必要。api-cache.,FOUND,FOUND,FOUND,yes,
L121,dm-signal,cmd_283でタスクYAML記載のAPI仕様(PUT /folders/{id})とbackend実装(PATCH /api/admin/folders/{id})が乖離。一括移動APIも不在で単体APIを順次呼び出しで代替。タスク設計時,FOUND,FOUND,FOUND,no,
L120,dm-signal,IF saizo(cmd_282;subtask_282_recon_b)時 THEN saizo(cmd_282;subtask_282_recon_b) saizo(cmd_282;subtask_282_recon_b),MISSING,MISSING,FOUND,no,
L119,dm-signal,hayate(cmd_282;subtask_282_integ),FOUND,FOUND,FOUND,yes,
L118,dm-signal,IF hayate(cmd_282;subtask_282_integ)時 THEN hayate(cmd_282;subtask_282_integ) hayate(cmd_282;subtask_282_integ),FOUND,FOUND,FOUND,no,
L117,dm-signal,saizo(cmd_277;subtask_277_nukimi),FOUND,FOUND,FOUND,no,
L116,dm-signal,PF間のローリング相関/リード・ラグ/同時崩壊カウントを20特徴量追加しても改善なし。single_pf(0.111)≈single_pf+crossPF(0.114)≈MTL(0.114)。C3-H(佐助53.3%)と合わせ、月次粒度では,FOUND,FOUND,FOUND,no,
L115,dm-signal,IF Ridge/Lasso/ElasticNet/SVRで月次超過リターンを回帰予測し閾値判定で分類に変換時 THEN Ridge/Lasso/ElasticNet/SVRで月次超過リターンを回帰予測し閾値判定で分類に変換 Ridge/L,MISSING,FOUND,FOUND,no,
L114,dm-signal,IF C1-3由来8モデルでメタ学習(LogReg/Ridge)を実施したが、best base(c2_logreg22; 59.7%)を超えられず(meta最大57.1%)時 THEN C1-3由来8モデルでメタ学習(LogReg/Rid,MISSING,MISSING,MISSING,no,
L113,dm-signal,IF C2-Bの22特徴量で予測対象を4種に変更時 THEN C2-Bの22特徴量で予測対象を4種に変更 C2-Bの22特徴量で予測対象を4種に変更。Drawdown(月内DD>10%)でprec=88.9%だがbase_rate=55.7,FOUND,FOUND,FOUND,no,
L112,dm-signal,"cmd274_c3_generalization.py で parse_signal_tickers() を追加し、'{""TECL"":1.0}' 形式を json.loads で解析してティッカーキーを抽出。未対応時は proxy dail",FOUND,FOUND,FOUND,yes,
L111,dm-signal,IF 7アプローチ(AND/MAJORITY/CUSUM/Sharpe/VolWeighted/Idiosyncratic/LogisticCV)全て80%未達時 THEN 7アプローチ(AND/MAJORITY/CUSUM/Sharpe/,FOUND,FOUND,FOUND,no,
L110,dm-signal,IF 22特徴量(週次αスロープ/歪度/尖度/DD/ボラクラスタ/KS乖離)でDM3高確信度のみ65.5%時 THEN 22特徴量(週次αスロープ/歪度/尖度/DD/ボラクラスタ/KS乖離)でDM3高確信度のみ65.5% 22特徴量(週次α,FOUND,FOUND,FOUND,no,
L109,dm-signal,スクリプト実行中の忍者をidleと誤判定しclear_commandを送った事例(cmd_274半蔵)。対策: (1)task YAMLにtimeout_minutes明記 (2)忍者はbash timeout or signal.alar,MISSING,FOUND,FOUND,no,
L108,dm-signal,エッジ残存率の急落(MoM大幅低下/0%クロス)は将来リターン低下の予測器としてprecision 18-34%、recall 4-20%。イベント後の平均超過リターンは正(平均回帰傾向)。崩壊検知より一時的ノイズフィルタとしての活用が適切,FOUND,FOUND,MISSING,no,
L107,dm-signal,meta.yamlの価値判断はDATA_CATALOG掲載+output.file実在+命名(backup/pre/old)の三点セットで分類すると誤判定が減る,FOUND,FOUND,FOUND,no,
L106,dm-signal,subtask_263_aの佐助偵察報告がcmd_264配備時にdeploy_task.shの空テンプレートで上書き消失(L103と同一メカニズム)。半蔵はGS CSVから直接データ抽出で回避成功。根本対策: deploy_task.sh実,FOUND,FOUND,FOUND,no,
L105,dm-signal,Pydantic制約がPortfolio層(top_n le=2等)に偏在し、BB config(Dict[str;Any])が型検証なし。GSで制約外パラメータのチャンピオンが選出される。制約注入はbuild_grid直後(P1)が最適。,FOUND,FOUND,FOUND,yes,
L104,dm-signal,前タスク(.gitignore追加)の成果物が後タスク(7コミット)のgit addをブロック。outputs/charts/*.pngとoutputs/grid_search/*.meta.yamlパターンが新規コミット対象ファイルを除外,FOUND,FOUND,FOUND,no,
L103,dm-signal,cmd_253統合タスクで4忍者報告のうち3件(佐助/霧丸/影丸)が後続cmd(254/255)deploy_task.shの空テンプレート上書きで消失。archive_completed.shは報告をアーカイブしないためL024の実害。疾,FOUND,FOUND,FOUND,no,
L102,dm-signal,SKIP_MONTHS_LIST=[0;1;2;3]はクラス変数として定義されており、pipeline_configのconfig辞書からは変更できない。パラメータ化するにはコード変更が必要。GS設計時は固定4視点前提で進めるのが安全。,FOUND,FOUND,FOUND,yes,
L101,dm-signal,recalculate_fast.py Phase3(OPT-A)ではMultiView/SingleView/TrendReversalはFoF専用としてmomentum_cache事前計算を行わない(L1013)。Phase5 FoF再,FOUND,FOUND,FOUND,yes,
L100,dm-signal,IF MultiViewはSKIP_MONTHS_LIST=[0;1;2;3]固定のため、base_period_months≤3だとeffective_months≤0になる時 THEN MultiViewはSKIP_MONTHS_LIS,FOUND,FOUND,FOUND,no,
L099,dm-signal,PostgreSQL portfolios は pipeline_config独立列を持たずconfig JSON内に保持。LIKE '%ReversalFilter%' は TrendReversalFilter を誤検知する。jsonb,FOUND,FOUND,FOUND,yes,
L098,dm-signal,IF SVMF fallbackパスはprice_data_cache全期間データに対してtarget_date未フィルタリング時 THEN SVMF fallbackパスはprice_data_cache全期間データに対してtarget_,FOUND,FOUND,FOUND,yes,
L097,dm-signal,L124-131の行数ベース判定(len<base*5)は月次データ168-192行を日次と誤判定する。同一ファイルL144に既存のis_monthly_data()(インターバルベース判定)をskip計算前に呼び出すことでバグ解消。cmd,FOUND,FOUND,FOUND,no,
L096,dm-signal,IF SVMF(L125)/MVMF(L145)のskip処理がlen(df)<base*5で月次/日次を判定していたが、同一ファイル(base.py)にインターバルベースのis_monthly_data()が存在時 THEN SVMF(L,FOUND,FOUND,FOUND,no,
L095,dm-signal,IF cmd_222でget_kasoku_contextにcumulative_return計算パスを追加したが、main()でload_cumulative_returns_from_dbを呼ばず、simulate_patternへのパ,FOUND,FOUND,MISSING,no,
L094,dm-signal,本番MonthlyReturnMomentumFilterBlock._cumretはprod(1+monthly_return)-1、GS側cumulative_return.pct_change()は数学的等価だがfloat64精度(~,FOUND,FOUND,FOUND,yes,
L093,dm-signal,single_view_momentum_filter.py L125-131: days_in_data < base_period_months*5 ヒューリスティックが月次データ(15行以上)を日次と誤判定。skip_rows=ski,FOUND,FOUND,FOUND,no,
L092,dm-signal,IF float64精度同値タイ時にdesc/ascソートで同コンポーネントがtop/worst両方に入る問題時 THEN float64精度同値タイ時にdesc/ascソートで同コンポーネントがtop/worst両方に入る問題 float,FOUND,FOUND,FOUND,no,
L091,dm-signal,IF GS側のモメンタム計算にprod(1+monthly_return)を使うと、同一monthly_returnを持つコンポーネント間で完全タイが発生する時 THEN GS側のモメンタム計算にprod(1+monthly_return),FOUND,FOUND,FOUND,no,
L090,dm-signal,kawarimi N4_0500(10D/sel_n=2)で3月FAIL(max255bp)。GS: monthly_return dropna→reindex→NaN復活→momentum NaN→コンポーネント除外(3体)。本番: cu,FOUND,FOUND,FOUND,yes,
L089,dm-signal,IF GS内部の初期化処理ロジックが全4スクリプトで同一でも、データソース(CSV vs DB)が異なればパリティは保証されない時 THEN GS内部の初期化処理ロジックが全4スクリプトで同一でも、データソース(CSV vs DB)が異なれ,FOUND,FOUND,MISSING,yes,
L088,dm-signal,L1 FoF検証(cmd_205)はcomponent平均突合が中心。tie境界ケースを明示的に切り出していない。L1構造的にtie問題は不発(10/12 EW、2体はcutoff_score全包含)だが、PASS=網羅の証明ではない点に注,FOUND,FOUND,FOUND,no,
L087,dm-signal,IF 本番は504日分の日次データが揃うまでCash(≈0%リターン)時 THEN 本番は504日分の日次データが揃うまでCash(≈0%リターン) 本番は504日分の日次データが揃うまでCash(≈0%リターン)。GSは月次蓄積方式で先に,FOUND,FOUND,FOUND,yes,
L086,dm-signal,GS側top_n選出は本番MonthlyReturnMomentumFilterBlockのcutoff_score全包含方式に統一する。同スコア銘柄は全て選出し均等配分。strict top_nでは短lookback(1M/6M等)でti,FOUND,FOUND,FOUND,no,
L085,dm-signal,signals/monthly_returns/rolling_returns_chart/trade_performanceの4つだけでは不足。drawdown_periods/portfolio_metrics等16テーブル全てをFK依,FOUND,FOUND,FOUND,yes,
L084,dm-signal,IF is_running=Noneは状態不明であり完了(False)と誤判定してはならない時 THEN is_running=Noneは状態不明であり完了(False)と誤判定してはならない is_running=Noneは状態不明であり,FOUND,FOUND,FOUND,yes,
L083,dm-signal,IF dual DB読込でclose_fallback='open'を指定しても、補完されるのはclose系列が完全に空の場合のみ時 THEN dual DB読込でclose_fallback='open'を指定しても、補完されるのはclo,FOUND,FOUND,FOUND,yes,
L082,dm-signal,monthly_returns.portfolio_idはvarchar型、portfolios.idはuuid型。SQLでJOIN/IN比較する際にid::textキャストが必要。型を揃えないとPostgreSQLでoperator do,FOUND,FOUND,FOUND,yes,
L081,dm-signal,本番DBのmonthly_returnsは再計算(recalculate-sync)のPhase0でDELETEされるため、タイミングによっては0行になる。DB直接読込テスト時はデータ存在確認を先に行うべき。疾風cmd_214c発見,FOUND,FOUND,FOUND,yes,
L080,dm-signal,IF 飛猿発見: save APIがsuccess=Falseを返してもDB側には書き込み完了している場合がある時 THEN 飛猿発見: save APIがsuccess=Falseを返してもDB側には書き込み完了している場合がある 飛猿発,FOUND,FOUND,FOUND,yes,
L079,dm-signal,sync-fof APIは前回のsync-fofがまだ実行中だと409を返す。バッチ処理では各PF間にリトライ+30秒待機が必要。Renderサーバーコールドスタート時は最初の数回がタイムアウトする(free tier)。ウォームアップGE,FOUND,FOUND,FOUND,yes,
L078,dm-signal,IF benchmark_ticker=空文字等のバリデーションエラーが1つでもあるとPortfolioRepository.load()がNoneを返しrecalculate_history_fastが全停止する時 THEN benchm,FOUND,FOUND,FOUND,yes,
L077,dm-signal,nukimiパリティ検証でGS CSV(mode月次リターン)がDB monthly_return_openと90%一致を確認。ProductionのComponentPriceCacheはcumulative_return(close-b,FOUND,FOUND,FOUND,yes,
L076,dm-signal,threading.Lockやmodule状態による排他はmulti-process配備で競合を防げない。recalculation_timingsのような監視系テーブルはUPSERT実装を標準化すべき。,FOUND,FOUND,FOUND,no,
L075,dm-signal,IF sync-standardは既存PFの差分更新のみ時 THEN sync-standardは既存PFの差分更新のみ sync-standardは既存PFの差分更新のみ。新規登録PFの月次リターン生成にはrecalculate-sync,FOUND,FOUND,FOUND,no,
L074,dm-signal,L071(quarterly_jan)と同様、quarterly_marも初期化Cash月が複数月発生する。現skipロジックは最初の1Cash月しかスキップしない。init_phase_doneフラグ方式でquarterly_mar/ja,FOUND,FOUND,MISSING,yes,
L073,dm-signal,IF FoFのEqualWeight計算はコンポーネントの初期化月(Cash)も含めて平均する時 THEN FoFのEqualWeight計算はコンポーネントの初期化月(Cash)も含めて平均する FoFのEqualWeight計算はコンポ,FOUND,FOUND,FOUND,yes,
L072,dm-signal,simulate_strategy_vectorizedの3パス(PipelineEngine/matrix/dict)はそれぞれ異なるNaN処理ロジックを持つ。開始日フィルタをPhase 1の各パス内に入れるとメンテナンスコストが増える。,FOUND,FOUND,FOUND,yes,
L071,dm-signal,IF quarterly_jan等の低頻度リバランスPFは初期化Cash月が1ヶ月ではなく複数月発生する(DM6-5: 3ヶ月Cash)時 THEN quarterly_jan等の低頻度リバランスPFは初期化Cash月が1ヶ月ではなく複数月,FOUND,FOUND,MISSING,no,
L070,dm-signal,IF PipelineEngineのMomentumFilterBlockはティッカー単位でNaNスキップ(部分的成功)時 THEN PipelineEngineのMomentumFilterBlockはティッカー単位でNaNスキップ(部分,FOUND,FOUND,FOUND,no,
L069,dm-signal,3ブロック構造(MomentumFilter/AbsoluteMomentumFilter/SafeHavenSwitch+EqualWeight)はDM全ファミリー共通。candidate毎にpipeline_configを構築する必要が,FOUND,FOUND,FOUND,yes,
L068,dm-signal,IF simulate_strategy_vectorizedにpipeline_config+db_sessionを渡すとPipelineEngineがPhase1(信号計算)を担当する時 THEN simulate_strategy_v,FOUND,FOUND,FOUND,yes,
L067,dm-signal,IF 殿の個人PF(35体)を実施する時 THEN 殿直伝の絶対ルール 殿直伝の絶対ルール。DB操作(DELETE/UPDATE)タスクでは殿の個人PF(DM2;DM3;DM4;DM5;DM6;DM7+;DM-safe等21Standard,FOUND,FOUND,FOUND,yes,
L066,dm-signal,将軍が揺れた論点(殿が決定した事項)は必ず3箇所に恒久化する: (1)MCP Memory(将軍教訓として) (2)projects/*.yaml(PJ核心知識として) (3)lessons.yaml(教訓として)。cmd_196で本番コー,FOUND,FOUND,FOUND,no,
L065,dm-signal,IF MomentumCache≡PipelineEngineでも本番がPipelineならGSもPipeline使用時 THEN MomentumCache≡PipelineEngineでも本番がPipelineならGSもPipeline,FOUND,FOUND,FOUND,yes,
L064,dm-signal,Render HTTP API経由はDNS障害等の障害点を増やす不要な中間層。download_prod_data.py monthly-returnsがNameResolutionErrorで失敗した事件が根拠。backend/.envの,FOUND,FOUND,FOUND,yes,
L063,dm-signal,subtask_194aでRender API DNS障害時、92PF中大多数がNameResolutionErrorだったにもかかわらずexit 0で正常終了した。件数確認(16件中3件のみ成功)で初めて失敗に気づいた。月次リターン同期後,FOUND,FOUND,FOUND,yes,
L062,dm-signal,IF GS側MonthlyProductMomentumCache(product(1+r)-1)と本番側calculate_momentum_for_monthly_data(pct_change(N))は数学的に同一出力時 THEN G,FOUND,FOUND,FOUND,no,
L061,dm-signal,verify_all_portfolios.py L76: Skip FoF; L202: WHERE type=standard。L0 Standard PFの100%パリティはFoFには適用されない。L1四神12体のパリティ検証は別途必,FOUND,FOUND,FOUND,yes,
L060,dm-signal,IF cmd_175で登録した15体のうち9体がnon-monthly最適化時 THEN cmd_175で登録した15体のうち9体がnon-monthly最適化 cmd_175で登録した15体のうち9体がnon-monthly最適化。月次制,FOUND,FOUND,FOUND,no,
L059,dm-signal,IF 上流でCSV生成を修正しても、下流検証(cmd180)が旧cmd番号ファイルを参照すると改善が見えず偽失敗になる時 THEN 上流でCSV生成を修正しても、下流検証(cmd180)が旧cmd番号ファイルを参照すると改善が見えず偽失敗に,MISSING,MISSING,MISSING,no,
L058,dm-signal,subset探索型GSスクリプト(kawarimi;oikaze等)はsubset毎にalign_months結果が異なる。monthly CSV出力にはグローバル共通月のget_sim_context common_months引数注入が,FOUND,FOUND,FOUND,no,
L057,dm-signal,IF 変わり身(kawarimi)は168バッチにresults CSVのみで月次リターンCSVが未生成時 THEN 変わり身(kawarimi)は168バッチにresults CSVのみで月次リターンCSVが未生成 変わり身(kawari,FOUND,FOUND,FOUND,no,
L056,dm-signal,76万列のwide CSV(kasoku等)をpd.read_csv()で全列読込するとOOM(13GB)。usecols制限が有効だが列名がパターンIDのため事前にf.readline()でヘッダー先読みが必要。pandas経由heade,FOUND,FOUND,FOUND,no,
L055,dm-signal,IF kasoku diff方式×短期lookback(5M-10M)はCAGR 85-87%だがMaxDD -29~47%時 THEN kasoku diff方式×短期lookback(5M-10M)はCAGR 85-87%だがMaxDD,FOUND,FOUND,FOUND,no,
L054,dm-signal,IF nukimiとnukimi_cは戦略計算ロジック完全同一時 THEN nukimiとnukimi_cは戦略計算ロジック完全同一 nukimiとnukimi_cは戦略計算ロジック完全同一。差分はPARAM_GRID_TOPN(T1-T3,FOUND,FOUND,FOUND,no,
L053,dm-signal,IF oikazeはsubset別align_monthsのままだとfast側月次配列長が混在しCSV組立で失敗する時 THEN oikazeはsubset別align_monthsのままだとfast側月次配列長が混在しCSV組立で失敗する,FOUND,FOUND,FOUND,no,
L052,dm-signal,PeriodIndexの反復参照(period in+get_loc)が前処理ボトルネック。index.get_indexer(months)を先計算し同一ロジックのまま0.110→0.089s(19.1%短縮)。md5完全一致維持。mul,FOUND,FOUND,FOUND,no,
L051,dm-signal,単体0.049sのGSでmultiprocessing workers=2/4/8を検証。全て単体より遅い(0.134/0.103/0.148s)。プロセス生成オーバーヘッド(~50ms)が計算時間を支配。0.1秒未満の忍法ではmultip,FOUND,FOUND,MISSING,no,
L050,dm-signal,kasokuでもcutoff_score閾値選出はpicks化に適合。C12/500patでmd5一致を保ちR2記録(0.272s)を53%短縮。picks系が有効な忍法: kawarimi;nukimi;nukimi_c;kasoku(4,FOUND,FOUND,FOUND,no,
L049,dm-signal,bunshin(均等配分)は選出ロジックを持たないため、他忍法R3で効いた純Pythonインナーループは0.029sで悪化した(baseline 0.025s)。代わりにsubset_size=2/3/4固定の性質を利用し、NaN→0埋めf,FOUND,FOUND,FOUND,no,
L048,dm-signal,N2/N3/N4混在グリッドではsubsetサイズ<top_nが起きる。precomputed picksのキーをtop_n_eff=min(top_n;subset_size)で統一しないとkeyError/md5不一致。nukimi R,FOUND,FOUND,FOUND,no,
L047,dm-signal,NumPyベクトル化済みコードの次段階はNumPy呼び出し排除。小サブセット2-4要素ではnumpy関数オーバーヘッド1-5μs/callが実計算コスト10nsを支配する。lexsort結果をperiod_idx;select_nごとに事前,FOUND,FOUND,FOUND,no,
L046,dm-signal,kasoku高速化: cutoff_scoreによる閾値全選出方式はfast/seqで自然に一致(kawarimi L043の和集合問題なし)。ratioメソッドのゼロ除算保護(|mom_long|<1e-6→±1e-6)もfast/seq,FOUND,FOUND,FOUND,no,
L045,dm-signal,IF nukimi_c高速化: nukimiとnukimi_cの計算ロジックは完全同一時 THEN nukimi_c高速化: nukimiとnukimi_cの計算ロジックは完全同一 nukimi_c高速化: nukimiとnukimi_cの,FOUND,FOUND,MISSING,no,
L044,dm-signal,IF nukimi高速化: skip_months処理はnukimi固有時 THEN nukimi高速化: skip_months処理はnukimi固有 nukimi高速化: skip_months処理はnukimi固有。_calc_mom,FOUND,FOUND,FOUND,no,
L043,dm-signal,kawarimi高速化: top_n+bottom_n和集合選出では、bottom側のtie-breakもfast/seqで明示的に揃える必要がある(fast: np.lexsort asc / seq: sorted asc + inde,FOUND,FOUND,FOUND,no,
L042,dm-signal,mode CSVs移行時、newhigh(wide)とmaxdd(long)の形式混在に注意。gs_csv_loaderのcomponent_specで個別にformat/filter_col/filter_valを指定すればload_mo,FOUND,FOUND,FOUND,no,
L041,dm-signal,IF bunshin GS(781通り)をNumPyベクトル化+前処理キャッシュ化で高速化時 THEN bunshin GS(781通り)をNumPyベクトル化+前処理キャッシュ化で高速化 bunshin GS(781通り)をNumPyベク,FOUND,FOUND,MISSING,no,
L040,dm-signal,IF 064_champion CSVは単一系列のため、load_monthly_returns_dual_from_csvのclose_fallback=openで同一データを使用時 THEN 064_champion CSVは単一系列の,FOUND,FOUND,MISSING,yes,
L039,dm-signal,IF 064_champion CSVはcmd_064時点の旧チャンピオンで期間は2014-03から2026-01の143ヶ月時 THEN 064_champion CSVはcmd_064時点の旧チャンピオンで期間は2014-03から202,FOUND,FOUND,MISSING,no,
L038,dm-signal,IF sync_lessons.shを実施する時 THEN cmd_137 cmd_137,MISSING,MISSING,MISSING,no,
L037,dm-signal,IF Portfolio(type=standard)はschema上pipeline_config optionalのため、登録スクリプトで未付与でも保存されうる時 THEN Portfolio(type=standard)はschema,FOUND,FOUND,FOUND,yes,
L036,dm-signal,IF POST /admin/recalculate-syncにstart_dateを指定しても実際はstart_date=2000-01-01で全期間実行される時 THEN POST /admin/recalculate-syncにsta,FOUND,FOUND,FOUND,no,
L035,dm-signal,L0 PFがFoFコンポーネントとして参照されている場合、DELETE APIは400を返す。UPDATE方式(既存PFにpipeline_config付与+/api/portfolios/saveで一括保存)でUUID維持しつつ設定変更が,FOUND,FOUND,FOUND,yes,
L034,dm-signal,タスクYAML(queue/tasks/)・inbox(queue/inbox/)・報告YAML(queue/reports/)等を書く前に必ず対象ファイルをReadせよ。Writeの前にReadがないと'File has not been,FOUND,FOUND,FOUND,no,
L033,dm-signal,cmd_123 Phase B: register_shijin_portfolios.pyでrisk_free_assetが空文字列でAPI登録された。DTB3が欠落。FAMILY_CONFIGSにrisk_free_assetを追加して,FOUND,FOUND,FOUND,yes,
L032,dm-signal,D-1最適化で `dates_raw = [(s.date;) for s in pf_signals]` とtupleのリストに変更。しかし後続コード L95 で `min_date = dates_raw[0].date` と属性アクセ,FOUND,FOUND,MISSING,yes,
L031,dm-signal,FoF パリティ検証で EqualWeight FoF 7個を検証 → 初月以外100%一致。しかしこれは `mean(component returns)` = 本番FoFの算術正当性を確認しただけで、GS engine vs 本番のパリ,FOUND,FOUND,FOUND,yes,
L030,dm-signal,Issue #171（SafeHavenSwitch修正）後、`signal_calc`が9s→439s（27倍）に膨張。フル再計算が24分超に **根本原因**: `pipeline_engine.execute_pipeline()` ,FOUND,FOUND,FOUND,yes,
L029,dm-signal,本番DBに登録されたFoFが「いつのGSに基づくか」「データ最終月はいつか」が不明。ローカルの `.meta.yaml` にしか情報がなく、本番DBから逆引きできなかった **解決策**: `pipeline_config` 内に `gs_,FOUND,FOUND,FOUND,yes,
L028,dm-signal,以下の決定を**ユーザー確認なし**で独自に実施した。結果的に正しかったが、プロセスとして問題。 **状況**: 本番 `C抜き身` が C11_CCNh (11体) を使用していることを発見。GS スクリプトは CS4 (4体) だった,MISSING,FOUND,FOUND,no,
L027,dm-signal,IF C抜き身のCANDIDATE_SET不一致 — CS4 [歴史的記述](4体)→C11_CCNh(11体)を実装・検証する時 THEN **修正内容**: 本番 `C抜き身` は **C11_CCNh 11体** を構成PFとして使用,FOUND,FOUND,FOUND,no,
L026,dm-signal,FoFのcomponent_portfoliosを取得するため `/api/admin/fof-portfolios` を呼んだら `404 Not Found`。次に `/api/portfolios/{id}` を試したが pipeli,FOUND,FOUND,FOUND,yes,
L025,dm-signal,`scripts/download_all_prices.py` を実行しようとして `No such file` エラー。正しくは `scripts/analysis/data_sync/download_all_prices.py` *,FOUND,FOUND,FOUND,no,
L024,dm-signal,案B（PipelineEngine統合）実装後、5PFが不一致。PipelineEngineのシグナル自体は本番と完全一致しているのに、月次リターンが不一致 -pipeline_signal_results[cal_month_end] =,FOUND,FOUND,MISSING,yes,
